series_id,time_idx,prediction,store_nbr,family,ds
1_GROCERY_I,37,25.07785,1,GROCERY_I,2015-09-23
1_GROCERY_I,38,39.888725,1,GROCERY_I,2015-09-24
1_GROCERY_I,39,49.475548,1,GROCERY_I,2015-09-25
1_GROCERY_I,40,42.52517,1,GROCERY_I,2015-09-26
1_GROCERY_I,41,35.741283,1,GROCERY_I,2015-09-27
1_GROCERY_I,42,29.243948,1,GROCERY_I,2015-09-28
1_GROCERY_I,43,24.630217,1,GROCERY_I,2015-09-29
1_GROCERY_I,44,24.095205,1,GROCERY_I,2015-09-30
1_GROCERY_I,45,41.002174,1,GROCERY_I,2015-10-01
1_GROCERY_I,46,47.353962,1,GROCERY_I,2015-10-02
1_GROCERY_I,47,38.768135,1,GROCERY_I,2015-10-03
1_GROCERY_I,48,30.977322,1,GROCERY_I,2015-10-04
1_GROCERY_I,49,22.96108,1,GROCERY_I,2015-10-05
1_GROCERY_I,50,22.177315,1,GROCERY_I,2015-10-06
1_GROCERY_I,51,34.3229,1,GROCERY_I,2015-10-07
1_GROCERY_I,52,47.125195,1,GROCERY_I,2015-10-08
1_GROCERY_I,53,59.97088,1,GROCERY_I,2015-10-09
1_GROCERY_I,54,56.16925,1,GROCERY_I,2015-10-10
1_GROCERY_I,55,52.325775,1,GROCERY_I,2015-10-11
1_GROCERY_I,56,34.624622,1,GROCERY_I,2015-10-12
1_GROCERY_I,57,36.064217,1,GROCERY_I,2015-10-13
1_GROCERY_I,58,39.274773,1,GROCERY_I,2015-10-14
1_GROCERY_I,59,51.160587,1,GROCERY_I,2015-10-15
1_GROCERY_I,60,41.341843,1,GROCERY_I,2015-10-16
1_GROCERY_I,61,34.91514,1,GROCERY_I,2015-10-17
1_GROCERY_I,62,35.276367,1,GROCERY_I,2015-10-18
1_GROCERY_I,63,35.71705,1,GROCERY_I,2015-10-19
1_GROCERY_I,64,36.663177,1,GROCERY_I,2015-10-20
1_GROCERY_I,65,39.864906,1,GROCERY_I,2015-10-21
1_GROCERY_I,66,50.415863,1,GROCERY_I,2015-10-22
1_GROCERY_I,67,40.40303,1,GROCERY_I,2015-10-23
1_GROCERY_I,68,35.160194,1,GROCERY_I,2015-10-24
1_GROCERY_I,69,35.4815,1,GROCERY_I,2015-10-25
1_GROCERY_I,70,36.359596,1,GROCERY_I,2015-10-26
1_GROCERY_I,71,37.500504,1,GROCERY_I,2015-10-27
1_GROCERY_I,72,40.551605,1,GROCERY_I,2015-10-28
1_GROCERY_I,73,51.522236,1,GROCERY_I,2015-10-29
1_GROCERY_I,74,43.661144,1,GROCERY_I,2015-10-30
1_GROCERY_I,75,34.57922,1,GROCERY_I,2015-10-31
1_GROCERY_I,76,35.001854,1,GROCERY_I,2015-11-01
1_GROCERY_I,77,35.480053,1,GROCERY_I,2015-11-02
1_GROCERY_I,78,38.900223,1,GROCERY_I,2015-11-03
1_GROCERY_I,79,46.2637,1,GROCERY_I,2015-11-04
1_GROCERY_I,80,48.6905,1,GROCERY_I,2015-11-05
1_GROCERY_I,81,38.59296,1,GROCERY_I,2015-11-06
1_GROCERY_I,82,33.5595,1,GROCERY_I,2015-11-07
1_GROCERY_I,83,33.397278,1,GROCERY_I,2015-11-08
1_GROCERY_I,84,2273.1028,1,GROCERY_I,2015-11-09
1_GROCERY_I,85,2117.255,1,GROCERY_I,2015-11-10
1_GROCERY_I,86,2046.7445,1,GROCERY_I,2015-11-11
1_GROCERY_I,87,2985.873,1,GROCERY_I,2015-11-12
1_GROCERY_I,88,2749.3594,1,GROCERY_I,2015-11-13
1_GROCERY_I,89,2397.183,1,GROCERY_I,2015-11-14
1_GROCERY_I,90,2231.3787,1,GROCERY_I,2015-11-15
1_GROCERY_I,91,2088.1582,1,GROCERY_I,2015-11-16
1_GROCERY_I,92,1970.437,1,GROCERY_I,2015-11-17
1_GROCERY_I,93,1994.5134,1,GROCERY_I,2015-11-18
1_GROCERY_I,94,3310.8696,1,GROCERY_I,2015-11-19
1_GROCERY_I,95,3015.6096,1,GROCERY_I,2015-11-20
1_GROCERY_I,96,3147.981,1,GROCERY_I,2015-11-21
1_GROCERY_I,97,3077.8215,1,GROCERY_I,2015-11-22
1_GROCERY_I,98,2775.2788,1,GROCERY_I,2015-11-23
1_GROCERY_I,99,2454.154,1,GROCERY_I,2015-11-24
1_GROCERY_I,100,2299.518,1,GROCERY_I,2015-11-25
1_GROCERY_I,101,3362.9873,1,GROCERY_I,2015-11-26
1_GROCERY_I,102,3162.2617,1,GROCERY_I,2015-11-27
1_GROCERY_I,103,2681.5308,1,GROCERY_I,2015-11-28
1_GROCERY_I,104,2460.6726,1,GROCERY_I,2015-11-29
1_GROCERY_I,105,2295.185,1,GROCERY_I,2015-11-30
1_GROCERY_I,106,2150.9092,1,GROCERY_I,2015-12-01
1_GROCERY_I,107,2350.371,1,GROCERY_I,2015-12-02
1_GROCERY_I,108,3098.1838,1,GROCERY_I,2015-12-03
1_GROCERY_I,109,2864.2217,1,GROCERY_I,2015-12-04
1_GROCERY_I,110,2791.0955,1,GROCERY_I,2015-12-05
1_GROCERY_I,111,2543.4707,1,GROCERY_I,2015-12-06
1_GROCERY_I,112,1.9839089,1,GROCERY_I,2015-12-07
1_GROCERY_I,113,2.3755965,1,GROCERY_I,2015-12-08
1_GROCERY_I,114,3.6643407,1,GROCERY_I,2015-12-09
1_GROCERY_I,115,6.311552,1,GROCERY_I,2015-12-10
1_GROCERY_I,116,2.5716574,1,GROCERY_I,2015-12-11
1_GROCERY_I,117,2.1807039,1,GROCERY_I,2015-12-12
1_GROCERY_I,118,2.211655,1,GROCERY_I,2015-12-13
1_GROCERY_I,119,2.2657263,1,GROCERY_I,2015-12-14
1_GROCERY_I,120,2.5603206,1,GROCERY_I,2015-12-15
1_GROCERY_I,121,3.7730367,1,GROCERY_I,2015-12-16
1_GROCERY_I,122,6.3638077,1,GROCERY_I,2015-12-17
1_GROCERY_I,123,2.8473787,1,GROCERY_I,2015-12-18
1_GROCERY_I,124,2.1091325,1,GROCERY_I,2015-12-19
1_GROCERY_I,125,1.971438,1,GROCERY_I,2015-12-20
1_GROCERY_I,126,1.9871854,1,GROCERY_I,2015-12-21
1_GROCERY_I,127,2.2486868,1,GROCERY_I,2015-12-22
1_GROCERY_I,128,3.4870193,1,GROCERY_I,2015-12-23
1_GROCERY_I,129,6.272135,1,GROCERY_I,2015-12-24
1_GROCERY_I,130,3.1867008,1,GROCERY_I,2015-12-25
1_GROCERY_I,131,1.8990046,1,GROCERY_I,2015-12-26
1_GROCERY_I,132,1.8090323,1,GROCERY_I,2015-12-27
1_GROCERY_I,133,1.7767586,1,GROCERY_I,2015-12-28
1_GROCERY_I,134,2.8770313,1,GROCERY_I,2015-12-29
1_GROCERY_I,135,5.2122817,1,GROCERY_I,2015-12-30
1_GROCERY_I,136,5.5597005,1,GROCERY_I,2015-12-31
1_GROCERY_I,137,1.7180554,1,GROCERY_I,2016-01-01
1_GROCERY_I,138,1.0737517,1,GROCERY_I,2016-01-02
1_GROCERY_I,139,1.0181028,1,GROCERY_I,2016-01-03
1_GROCERY_I,140,7.739711e-14,1,GROCERY_I,2016-01-04
1_GROCERY_I,141,2.3385346e-13,1,GROCERY_I,2016-01-05
1_GROCERY_I,142,2.4843543e-12,1,GROCERY_I,2016-01-06
1_GROCERY_I,143,4.6325455e-10,1,GROCERY_I,2016-01-07
1_GROCERY_I,144,6.6856063e-09,1,GROCERY_I,2016-01-08
1_GROCERY_I,145,2.5966862e-13,1,GROCERY_I,2016-01-09
1_GROCERY_I,146,2.4086524e-13,1,GROCERY_I,2016-01-10
1_GROCERY_I,147,2.6275856e-13,1,GROCERY_I,2016-01-11
1_GROCERY_I,148,4.1989342e-13,1,GROCERY_I,2016-01-12
1_GROCERY_I,149,2.9986417e-12,1,GROCERY_I,2016-01-13
1_GROCERY_I,150,4.4707893e-10,1,GROCERY_I,2016-01-14
1_GROCERY_I,151,5.7184257e-09,1,GROCERY_I,2016-01-15
1_GROCERY_I,152,2.7353228e-13,1,GROCERY_I,2016-01-16
1_GROCERY_I,153,2.1687189e-13,1,GROCERY_I,2016-01-17
1_GROCERY_I,154,2.2586708e-13,1,GROCERY_I,2016-01-18
1_GROCERY_I,155,3.6250622e-13,1,GROCERY_I,2016-01-19
1_GROCERY_I,156,2.7616512e-12,1,GROCERY_I,2016-01-20
1_GROCERY_I,157,3.952402e-10,1,GROCERY_I,2016-01-21
1_GROCERY_I,158,3.159991e-09,1,GROCERY_I,2016-01-22
1_GROCERY_I,159,2.0312117e-13,1,GROCERY_I,2016-01-23
1_GROCERY_I,160,1.737477e-13,1,GROCERY_I,2016-01-24
1_GROCERY_I,161,1.817921e-13,1,GROCERY_I,2016-01-25
1_GROCERY_I,162,5.200581e-13,1,GROCERY_I,2016-01-26
1_GROCERY_I,163,1.1594674e-11,1,GROCERY_I,2016-01-27
1_GROCERY_I,164,1.5913203e-10,1,GROCERY_I,2016-01-28
1_GROCERY_I,165,1.0324789e-09,1,GROCERY_I,2016-01-29
1_GROCERY_I,166,2.0845707e-13,1,GROCERY_I,2016-01-30
1_GROCERY_I,167,1.7378415e-13,1,GROCERY_I,2016-01-31
1_GROCERY_I,168,9.404787,1,GROCERY_I,2016-02-01
1_GROCERY_I,169,9.1751585,1,GROCERY_I,2016-02-02
1_GROCERY_I,170,10.528529,1,GROCERY_I,2016-02-03
1_GROCERY_I,171,16.067654,1,GROCERY_I,2016-02-04
1_GROCERY_I,172,14.406432,1,GROCERY_I,2016-02-05
1_GROCERY_I,173,9.367784,1,GROCERY_I,2016-02-06
1_GROCERY_I,174,8.863537,1,GROCERY_I,2016-02-07
1_GROCERY_I,175,8.492972,1,GROCERY_I,2016-02-08
1_GROCERY_I,176,8.652537,1,GROCERY_I,2016-02-09
1_GROCERY_I,177,11.052085,1,GROCERY_I,2016-02-10
1_GROCERY_I,178,18.246239,1,GROCERY_I,2016-02-11
1_GROCERY_I,179,15.751223,1,GROCERY_I,2016-02-12
1_GROCERY_I,180,11.368847,1,GROCERY_I,2016-02-13
1_GROCERY_I,181,11.665019,1,GROCERY_I,2016-02-14
1_GROCERY_I,182,11.279771,1,GROCERY_I,2016-02-15
1_GROCERY_I,183,11.195578,1,GROCERY_I,2016-02-16
1_GROCERY_I,184,13.096982,1,GROCERY_I,2016-02-17
1_GROCERY_I,185,18.954454,1,GROCERY_I,2016-02-18
1_GROCERY_I,186,16.261545,1,GROCERY_I,2016-02-19
1_GROCERY_I,187,10.121502,1,GROCERY_I,2016-02-20
1_GROCERY_I,188,9.59674,1,GROCERY_I,2016-02-21
1_GROCERY_I,189,9.116593,1,GROCERY_I,2016-02-22
1_GROCERY_I,190,9.188311,1,GROCERY_I,2016-02-23
1_GROCERY_I,191,12.367185,1,GROCERY_I,2016-02-24
1_GROCERY_I,192,16.571491,1,GROCERY_I,2016-02-25
1_GROCERY_I,193,14.440579,1,GROCERY_I,2016-02-26
1_GROCERY_I,194,9.817129,1,GROCERY_I,2016-02-27
1_GROCERY_I,195,9.650438,1,GROCERY_I,2016-02-28
1_GROCERY_I,196,5.818471,1,GROCERY_I,2016-02-29
1_GROCERY_I,197,5.300718,1,GROCERY_I,2016-03-01
1_GROCERY_I,198,5.5904493,1,GROCERY_I,2016-03-02
1_GROCERY_I,199,10.56524,1,GROCERY_I,2016-03-03
1_GROCERY_I,200,10.921813,1,GROCERY_I,2016-03-04
1_GROCERY_I,201,6.478491,1,GROCERY_I,2016-03-05
1_GROCERY_I,202,6.1353593,1,GROCERY_I,2016-03-06
1_GROCERY_I,203,5.687449,1,GROCERY_I,2016-03-07
1_GROCERY_I,204,5.2271676,1,GROCERY_I,2016-03-08
1_GROCERY_I,205,5.6023083,1,GROCERY_I,2016-03-09
1_GROCERY_I,206,10.468916,1,GROCERY_I,2016-03-10
1_GROCERY_I,207,10.21763,1,GROCERY_I,2016-03-11
1_GROCERY_I,208,6.1510715,1,GROCERY_I,2016-03-12
1_GROCERY_I,209,5.818397,1,GROCERY_I,2016-03-13
1_GROCERY_I,210,5.4743705,1,GROCERY_I,2016-03-14
1_GROCERY_I,211,5.1850348,1,GROCERY_I,2016-03-15
1_GROCERY_I,212,5.9394264,1,GROCERY_I,2016-03-16
1_GROCERY_I,213,11.479635,1,GROCERY_I,2016-03-17
1_GROCERY_I,214,11.029539,1,GROCERY_I,2016-03-18
1_GROCERY_I,215,6.79151,1,GROCERY_I,2016-03-19
1_GROCERY_I,216,6.907816,1,GROCERY_I,2016-03-20
1_GROCERY_I,217,6.7644844,1,GROCERY_I,2016-03-21
1_GROCERY_I,218,6.697442,1,GROCERY_I,2016-03-22
1_GROCERY_I,219,8.383019,1,GROCERY_I,2016-03-23
1_GROCERY_I,220,11.884189,1,GROCERY_I,2016-03-24
1_GROCERY_I,221,11.704659,1,GROCERY_I,2016-03-25
1_GROCERY_I,222,6.9315457,1,GROCERY_I,2016-03-26
1_GROCERY_I,223,6.5563297,1,GROCERY_I,2016-03-27
1_GROCERY_I,224,1.9181295e-14,1,GROCERY_I,2016-03-28
1_GROCERY_I,225,1.25060755e-14,1,GROCERY_I,2016-03-29
1_GROCERY_I,226,8.634036e-15,1,GROCERY_I,2016-03-30
1_GROCERY_I,227,7.265569e-15,1,GROCERY_I,2016-03-31
1_GROCERY_I,228,2.964529e-14,1,GROCERY_I,2016-04-01
1_GROCERY_I,229,1.3366104e-14,1,GROCERY_I,2016-04-02
1_GROCERY_I,230,2.4746569e-14,1,GROCERY_I,2016-04-03
1_GROCERY_I,231,3.9894456e-14,1,GROCERY_I,2016-04-04
1_GROCERY_I,232,5.063961e-14,1,GROCERY_I,2016-04-05
1_GROCERY_I,233,5.1880358e-14,1,GROCERY_I,2016-04-06
1_GROCERY_I,234,8.0357704e-14,1,GROCERY_I,2016-04-07
1_GROCERY_I,235,1.8367522e-13,1,GROCERY_I,2016-04-08
1_GROCERY_I,236,1.3722388e-13,1,GROCERY_I,2016-04-09
1_GROCERY_I,237,1.5436177e-13,1,GROCERY_I,2016-04-10
1_GROCERY_I,238,1.4501472e-13,1,GROCERY_I,2016-04-11
1_GROCERY_I,239,1.1608095e-13,1,GROCERY_I,2016-04-12
1_GROCERY_I,240,1.0283103e-13,1,GROCERY_I,2016-04-13
1_GROCERY_I,241,2.0814638e-13,1,GROCERY_I,2016-04-14
1_GROCERY_I,242,6.812995e-13,1,GROCERY_I,2016-04-15
1_GROCERY_I,243,1.8214298e-13,1,GROCERY_I,2016-04-16
1_GROCERY_I,244,1.7554616e-13,1,GROCERY_I,2016-04-17
1_GROCERY_I,245,1.4356e-13,1,GROCERY_I,2016-04-18
1_GROCERY_I,246,9.323026e-14,1,GROCERY_I,2016-04-19
1_GROCERY_I,247,9.1654874e-14,1,GROCERY_I,2016-04-20
1_GROCERY_I,248,2.1156095e-13,1,GROCERY_I,2016-04-21
1_GROCERY_I,249,2.4292067e-13,1,GROCERY_I,2016-04-22
1_GROCERY_I,250,7.15098e-14,1,GROCERY_I,2016-04-23
1_GROCERY_I,251,5.5864876e-14,1,GROCERY_I,2016-04-24
1_GROCERY_I,252,143.11398,1,GROCERY_I,2016-04-25
1_GROCERY_I,253,130.65726,1,GROCERY_I,2016-04-26
1_GROCERY_I,254,128.48419,1,GROCERY_I,2016-04-27
1_GROCERY_I,255,201.30115,1,GROCERY_I,2016-04-28
1_GROCERY_I,256,218.07478,1,GROCERY_I,2016-04-29
1_GROCERY_I,257,155.20781,1,GROCERY_I,2016-04-30
1_GROCERY_I,258,142.15704,1,GROCERY_I,2016-05-01
1_GROCERY_I,259,128.8746,1,GROCERY_I,2016-05-02
1_GROCERY_I,260,116.94682,1,GROCERY_I,2016-05-03
1_GROCERY_I,261,124.91044,1,GROCERY_I,2016-05-04
1_GROCERY_I,262,233.8039,1,GROCERY_I,2016-05-05
1_GROCERY_I,263,225.27191,1,GROCERY_I,2016-05-06
1_GROCERY_I,264,206.06798,1,GROCERY_I,2016-05-07
1_GROCERY_I,265,211.11682,1,GROCERY_I,2016-05-08
1_GROCERY_I,266,188.80339,1,GROCERY_I,2016-05-09
1_GROCERY_I,267,161.75867,1,GROCERY_I,2016-05-10
1_GROCERY_I,268,150.6511,1,GROCERY_I,2016-05-11
1_GROCERY_I,269,252.52902,1,GROCERY_I,2016-05-12
1_GROCERY_I,270,243.8052,1,GROCERY_I,2016-05-13
1_GROCERY_I,271,178.8245,1,GROCERY_I,2016-05-14
1_GROCERY_I,272,160.2884,1,GROCERY_I,2016-05-15
1_GROCERY_I,273,144.72049,1,GROCERY_I,2016-05-16
1_GROCERY_I,274,133.9017,1,GROCERY_I,2016-05-17
1_GROCERY_I,275,143.48907,1,GROCERY_I,2016-05-18
1_GROCERY_I,276,219.55746,1,GROCERY_I,2016-05-19
1_GROCERY_I,277,221.05457,1,GROCERY_I,2016-05-20
1_GROCERY_I,278,179.0975,1,GROCERY_I,2016-05-21
1_GROCERY_I,279,162.60431,1,GROCERY_I,2016-05-22
1_GROCERY_I,280,1.1187149,1,GROCERY_I,2016-05-23
1_GROCERY_I,281,1.4589945,1,GROCERY_I,2016-05-24
1_GROCERY_I,282,2.1162052,1,GROCERY_I,2016-05-25
1_GROCERY_I,283,3.503556,1,GROCERY_I,2016-05-26
1_GROCERY_I,284,4.1310625,1,GROCERY_I,2016-05-27
1_GROCERY_I,285,1.1039516,1,GROCERY_I,2016-05-28
1_GROCERY_I,286,1.0319958,1,GROCERY_I,2016-05-29
1_GROCERY_I,287,1.0469854,1,GROCERY_I,2016-05-30
1_GROCERY_I,288,1.2061118,1,GROCERY_I,2016-05-31
1_GROCERY_I,289,1.8021048,1,GROCERY_I,2016-06-01
1_GROCERY_I,290,3.195015,1,GROCERY_I,2016-06-02
1_GROCERY_I,291,3.7570648,1,GROCERY_I,2016-06-03
1_GROCERY_I,292,1.0392781,1,GROCERY_I,2016-06-04
1_GROCERY_I,293,0.97020435,1,GROCERY_I,2016-06-05
1_GROCERY_I,294,1.0263032,1,GROCERY_I,2016-06-06
1_GROCERY_I,295,1.2086433,1,GROCERY_I,2016-06-07
1_GROCERY_I,296,1.8339725,1,GROCERY_I,2016-06-08
1_GROCERY_I,297,3.3574555,1,GROCERY_I,2016-06-09
1_GROCERY_I,298,4.0385065,1,GROCERY_I,2016-06-10
1_GROCERY_I,299,1.0492746,1,GROCERY_I,2016-06-11
1_GROCERY_I,300,0.99169904,1,GROCERY_I,2016-06-12
1_GROCERY_I,301,0.9931818,1,GROCERY_I,2016-06-13
1_GROCERY_I,302,1.5276988,1,GROCERY_I,2016-06-14
1_GROCERY_I,303,2.6206515,1,GROCERY_I,2016-06-15
1_GROCERY_I,304,3.1581852,1,GROCERY_I,2016-06-16
1_GROCERY_I,305,3.1414015,1,GROCERY_I,2016-06-17
1_GROCERY_I,306,0.82855254,1,GROCERY_I,2016-06-18
1_GROCERY_I,307,0.7323446,1,GROCERY_I,2016-06-19
1_GROCERY_I,308,3.8168284e-16,1,GROCERY_I,2016-06-20
1_GROCERY_I,309,1.2579748e-16,1,GROCERY_I,2016-06-21
1_GROCERY_I,310,2.1286762e-16,1,GROCERY_I,2016-06-22
1_GROCERY_I,311,1.7075783e-15,1,GROCERY_I,2016-06-23
1_GROCERY_I,312,1.6570197e-14,1,GROCERY_I,2016-06-24
1_GROCERY_I,313,2.9491125e-16,1,GROCERY_I,2016-06-25
1_GROCERY_I,314,2.090859e-16,1,GROCERY_I,2016-06-26
1_GROCERY_I,315,9.637393e-17,1,GROCERY_I,2016-06-27
1_GROCERY_I,316,5.656332e-17,1,GROCERY_I,2016-06-28
1_GROCERY_I,317,8.057721e-17,1,GROCERY_I,2016-06-29
1_GROCERY_I,318,4.48901e-16,1,GROCERY_I,2016-06-30
1_GROCERY_I,319,2.1901998e-15,1,GROCERY_I,2016-07-01
1_GROCERY_I,320,1.8867085e-16,1,GROCERY_I,2016-07-02
1_GROCERY_I,321,1.3043397e-16,1,GROCERY_I,2016-07-03
1_GROCERY_I,322,5.55309e-17,1,GROCERY_I,2016-07-04
1_GROCERY_I,323,3.0397094e-17,1,GROCERY_I,2016-07-05
1_GROCERY_I,324,4.933992e-17,1,GROCERY_I,2016-07-06
1_GROCERY_I,325,2.554738e-16,1,GROCERY_I,2016-07-07
1_GROCERY_I,326,4.8629326e-16,1,GROCERY_I,2016-07-08
1_GROCERY_I,327,9.1960647e-17,1,GROCERY_I,2016-07-09
1_GROCERY_I,328,4.989506e-17,1,GROCERY_I,2016-07-10
1_GROCERY_I,329,2.2859576e-17,1,GROCERY_I,2016-07-11
1_GROCERY_I,330,1.812403e-16,1,GROCERY_I,2016-07-12
1_GROCERY_I,331,9.391663e-15,1,GROCERY_I,2016-07-13
1_GROCERY_I,332,4.8252384e-15,1,GROCERY_I,2016-07-14
1_GROCERY_I,333,2.2461347e-13,1,GROCERY_I,2016-07-15
1_GROCERY_I,334,1.9757137e-14,1,GROCERY_I,2016-07-16
1_GROCERY_I,335,1.320726e-14,1,GROCERY_I,2016-07-17
1_GROCERY_I,336,2.1736435e-16,1,GROCERY_I,2016-07-18
1_GROCERY_I,337,2.4438092e-16,1,GROCERY_I,2016-07-19
1_GROCERY_I,338,2.7746126e-16,1,GROCERY_I,2016-07-20
1_GROCERY_I,339,3.31302e-16,1,GROCERY_I,2016-07-21
1_GROCERY_I,340,3.753886e-16,1,GROCERY_I,2016-07-22
1_GROCERY_I,341,2.4229145e-16,1,GROCERY_I,2016-07-23
1_GROCERY_I,342,2.4395526e-16,1,GROCERY_I,2016-07-24
1_GROCERY_I,343,2.4953765e-16,1,GROCERY_I,2016-07-25
1_GROCERY_I,344,2.6283236e-16,1,GROCERY_I,2016-07-26
1_GROCERY_I,345,2.937929e-16,1,GROCERY_I,2016-07-27
1_GROCERY_I,346,3.5009825e-16,1,GROCERY_I,2016-07-28
1_GROCERY_I,347,3.9533098e-16,1,GROCERY_I,2016-07-29
1_GROCERY_I,348,2.5142574e-16,1,GROCERY_I,2016-07-30
1_GROCERY_I,349,2.4704004e-16,1,GROCERY_I,2016-07-31
1_GROCERY_I,350,2.5091027e-16,1,GROCERY_I,2016-08-01
1_GROCERY_I,351,2.6202448e-16,1,GROCERY_I,2016-08-02
1_GROCERY_I,352,2.9235962e-16,1,GROCERY_I,2016-08-03
1_GROCERY_I,353,3.5330607e-16,1,GROCERY_I,2016-08-04
1_GROCERY_I,354,4.0200716e-16,1,GROCERY_I,2016-08-05
1_GROCERY_I,355,2.426855e-16,1,GROCERY_I,2016-08-06
1_GROCERY_I,356,2.40372e-16,1,GROCERY_I,2016-08-07
1_GROCERY_I,357,2.412557e-16,1,GROCERY_I,2016-08-08
1_GROCERY_I,358,2.6874622e-16,1,GROCERY_I,2016-08-09
1_GROCERY_I,359,3.2273236e-16,1,GROCERY_I,2016-08-10
1_GROCERY_I,360,3.4044967e-16,1,GROCERY_I,2016-08-11
1_GROCERY_I,361,3.4979388e-16,1,GROCERY_I,2016-08-12
1_GROCERY_I,362,2.2566048e-16,1,GROCERY_I,2016-08-13
1_GROCERY_I,363,2.2019521e-16,1,GROCERY_I,2016-08-14
1_GROCERY_I,364,0.00039230922,1,GROCERY_I,2016-08-15
1_GROCERY_I,365,0.00072239665,1,GROCERY_I,2016-08-16
1_GROCERY_I,366,0.0023259406,1,GROCERY_I,2016-08-17
1_GROCERY_I,367,0.0137426285,1,GROCERY_I,2016-08-18
1_GROCERY_I,368,0.04611652,1,GROCERY_I,2016-08-19
1_GROCERY_I,369,0.0005094768,1,GROCERY_I,2016-08-20
1_GROCERY_I,370,0.00042389135,1,GROCERY_I,2016-08-21
1_GROCERY_I,371,0.0004360646,1,GROCERY_I,2016-08-22
1_GROCERY_I,372,0.0006726854,1,GROCERY_I,2016-08-23
1_GROCERY_I,373,0.002292416,1,GROCERY_I,2016-08-24
1_GROCERY_I,374,0.013230508,1,GROCERY_I,2016-08-25
1_GROCERY_I,375,0.03913578,1,GROCERY_I,2016-08-26
1_GROCERY_I,376,0.00043210128,1,GROCERY_I,2016-08-27
1_GROCERY_I,377,0.00036110362,1,GROCERY_I,2016-08-28
1_GROCERY_I,378,0.00040379507,1,GROCERY_I,2016-08-29
1_GROCERY_I,379,0.0006502713,1,GROCERY_I,2016-08-30
1_GROCERY_I,380,0.0023685214,1,GROCERY_I,2016-08-31
1_GROCERY_I,381,0.01669437,1,GROCERY_I,2016-09-01
1_GROCERY_I,382,0.060404375,1,GROCERY_I,2016-09-02
1_GROCERY_I,383,0.00047712732,1,GROCERY_I,2016-09-03
1_GROCERY_I,384,0.000400909,1,GROCERY_I,2016-09-04
1_GROCERY_I,385,0.00040002732,1,GROCERY_I,2016-09-05
1_GROCERY_I,386,0.0010677114,1,GROCERY_I,2016-09-06
1_GROCERY_I,387,0.006172067,1,GROCERY_I,2016-09-07
1_GROCERY_I,388,0.013204037,1,GROCERY_I,2016-09-08
1_GROCERY_I,389,0.027012689,1,GROCERY_I,2016-09-09
1_GROCERY_I,390,0.0002938143,1,GROCERY_I,2016-09-10
1_GROCERY_I,391,0.00024496426,1,GROCERY_I,2016-09-11
1_GROCERY_I,392,7.2358603,1,GROCERY_I,2016-09-12
